date,lowbound_10th_hosp,median_hosp,upbound_90th_hosp,lowbound_10th_icu,median_icu,upbound_90th_icu,lowbound_10th_deaths,median_deaths,upbound_90th_deaths,lowbound_10th_rt,median_rt,upbound_90th_rt,county
2020-06-25,1.1,2.83,4.6,0.52,1.26,2.06,3.92,4.74,5.39,0.69,1.15,1.58,Shasta
2020-06-26,1.14,2.9,4.65,0.54,1.3,2.08,3.94,4.78,5.44,0.69,1.15,1.58,Shasta
2020-06-27,1.18,2.97,4.7,0.56,1.33,2.12,3.98,4.81,5.49,0.69,1.15,1.58,Shasta
2020-06-28,1.21,3.04,4.75,0.57,1.36,2.14,4.01,4.85,5.53,0.69,1.15,1.58,Shasta
2020-06-29,1.25,3.1,4.8,0.59,1.39,2.16,4.04,4.89,5.58,0.69,1.15,1.58,Shasta
2020-06-30,1.3,3.18,4.86,0.61,1.43,2.19,4.07,4.93,5.62,0.69,1.15,1.58,Shasta
2020-07-01,1.35,3.25,4.91,0.63,1.45,2.22,4.1,4.97,5.67,0.69,1.15,1.58,Shasta
2020-07-02,1.4,3.33,4.96,0.65,1.49,2.26,4.14,5.01,5.73,0.69,1.15,1.57,Shasta
2020-07-03,1.46,3.41,5.03,0.67,1.52,2.28,4.18,5.05,5.78,0.69,1.14,1.57,Shasta
2020-07-04,1.49,3.48,5.12,0.69,1.56,2.32,4.21,5.09,5.83,0.68,1.14,1.57,Shasta
2020-07-05,1.54,3.55,5.23,0.71,1.59,2.35,4.25,5.13,5.89,0.67,1.13,1.56,Shasta
2020-07-06,1.55,3.64,5.32,0.72,1.62,2.4,4.28,5.18,5.95,0.64,1.12,1.57,Shasta
2020-07-07,1.6,3.72,5.44,0.74,1.66,2.44,4.31,5.22,6,0.61,1.11,1.57,Shasta
2020-07-08,1.63,3.77,5.57,0.75,1.7,2.48,4.33,5.27,6.06,0.59,1.1,1.59,Shasta
2020-07-09,1.64,3.86,5.71,0.76,1.74,2.55,4.36,5.32,6.13,0.56,1.09,1.61,Shasta
2020-07-10,1.66,3.93,5.87,0.77,1.77,2.61,4.4,5.37,6.19,0.55,1.08,1.62,Shasta
2020-07-11,1.66,4.02,6.02,0.79,1.82,2.67,4.43,5.42,6.25,0.54,1.08,1.64,Shasta
2020-07-12,1.66,4.11,6.16,0.79,1.85,2.74,4.46,5.48,6.33,0.53,1.07,1.65,Shasta
2020-07-13,1.65,4.18,6.34,0.79,1.88,2.8,4.5,5.53,6.38,0.52,1.07,1.66,Shasta
2020-07-14,1.63,4.26,6.58,0.79,1.92,2.89,4.53,5.58,6.45,0.52,1.07,1.66,Shasta
2020-07-15,1.62,4.34,6.8,0.79,1.95,2.99,4.58,5.64,6.52,0.52,1.07,1.66,Shasta
2020-07-16,1.58,4.41,7.05,0.78,1.99,3.08,4.61,5.7,6.59,0.52,1.07,1.66,Shasta
2020-07-17,1.56,4.47,7.35,0.77,2.01,3.19,4.64,5.75,6.66,0.52,1.07,1.66,Shasta
2020-07-18,1.52,4.53,7.67,0.75,2.04,3.34,4.68,5.81,6.74,0.52,1.06,1.66,Shasta
2020-07-19,1.47,4.59,7.99,0.74,2.08,3.49,4.72,5.87,6.82,0.52,1.06,1.66,Shasta
2020-07-20,1.43,4.63,8.38,0.72,2.11,3.64,4.76,5.93,6.91,0.52,1.06,1.66,Shasta
2020-07-21,1.39,4.69,8.79,0.7,2.13,3.81,4.8,5.99,6.99,0.52,1.06,1.66,Shasta
2020-07-22,1.34,4.76,9.25,0.69,2.16,4,4.84,6.06,7.08,,,,Shasta
2020-07-23,1.29,4.8,9.84,0.68,2.18,4.24,4.88,6.13,7.18,,,,Shasta
2020-07-24,1.25,4.83,10.31,0.65,2.21,4.47,4.92,6.19,7.28,,,,Shasta
2020-07-25,1.2,4.88,10.81,0.63,2.23,4.71,4.96,6.26,7.38,,,,Shasta
2020-07-26,1.17,4.91,11.48,0.6,2.24,4.96,5,6.33,7.48,,,,Shasta
2020-07-27,1.12,4.94,12.25,0.58,2.27,5.25,5.04,6.4,7.59,,,,Shasta
2020-07-28,1.07,4.98,13.12,0.56,2.29,5.56,5.06,6.47,7.71,,,,Shasta
2020-07-29,1.04,5,13.79,0.54,2.31,5.89,5.1,6.54,7.85,,,,Shasta
2020-07-30,1,5.05,14.77,0.52,2.32,6.29,5.14,6.62,8,,,,Shasta
2020-07-31,0.97,5.07,15.65,0.5,2.35,6.71,5.17,6.69,8.14,,,,Shasta
2020-08-01,0.93,5.13,16.71,0.49,2.36,7.15,5.2,6.77,8.3,,,,Shasta
2020-08-02,0.9,5.16,17.78,0.47,2.38,7.62,5.22,6.84,8.47,,,,Shasta
2020-08-03,0.86,5.19,18.95,0.45,2.39,8.07,5.25,6.92,8.67,,,,Shasta
2020-08-04,0.82,5.24,20.29,0.43,2.4,8.57,5.29,7,8.88,,,,Shasta
2020-08-05,0.8,5.27,21.82,0.42,2.41,9.14,5.32,7.07,9.13,,,,Shasta
2020-08-06,0.76,5.32,23.15,0.41,2.43,9.84,5.35,7.15,9.37,,,,Shasta
2020-08-07,0.72,5.35,24.6,0.39,2.45,10.42,5.38,7.24,9.62,,,,Shasta
2020-08-08,0.69,5.36,26.31,0.37,2.45,11.09,5.41,7.32,9.91,,,,Shasta
2020-08-09,0.65,5.4,28.16,0.35,2.47,11.87,5.44,7.4,10.2,,,,Shasta
2020-08-10,0.61,5.46,30.16,0.33,2.49,12.7,5.46,7.49,10.48,,,,Shasta
2020-08-11,0.58,5.5,32.23,0.32,2.51,13.64,5.5,7.56,10.8,,,,Shasta
2020-08-12,0.56,5.53,34.24,0.31,2.54,14.56,5.51,7.64,11.13,,,,Shasta
2020-08-13,0.54,5.58,36.84,0.29,2.57,15.53,5.53,7.72,11.58,,,,Shasta
2020-08-14,0.5,5.62,39.56,0.28,2.59,16.71,5.56,7.79,12.02,,,,Shasta
2020-08-15,0.48,5.66,41.96,0.27,2.61,17.88,5.59,7.87,12.54,,,,Shasta
2020-03-15,0.02,0.19,0.97,0.01,0.08,0.38,0,0.01,0.05,0.76,1.62,3.33,Siskiyou
2020-03-16,0.03,0.22,1.12,0.01,0.09,0.44,0,0.01,0.06,0.73,1.55,3.26,Siskiyou
2020-03-17,0.03,0.25,1.28,0.01,0.1,0.5,0,0.01,0.07,0.7,1.49,3.14,Siskiyou
2020-03-18,0.03,0.28,1.42,0.01,0.11,0.57,0,0.02,0.08,0.68,1.4,2.9,Siskiyou
2020-03-19,0.04,0.31,1.59,0.02,0.12,0.63,0,0.02,0.1,0.65,1.29,2.65,Siskiyou
2020-03-20,0.04,0.35,1.76,0.02,0.14,0.7,0,0.02,0.12,0.62,1.18,2.31,Siskiyou
2020-03-21,0.05,0.38,1.92,0.02,0.15,0.78,0,0.03,0.13,0.59,1.12,1.97,Siskiyou
2020-03-22,0.05,0.42,2.09,0.02,0.17,0.86,0,0.03,0.15,0.55,1.05,1.71,Siskiyou
2020-03-23,0.05,0.46,2.25,0.02,0.19,0.92,0,0.04,0.18,0.51,1.01,1.56,Siskiyou
2020-03-24,0.06,0.49,2.43,0.02,0.2,1,0.01,0.04,0.2,0.49,0.98,1.48,Siskiyou
2020-03-25,0.06,0.52,2.62,0.03,0.22,1.07,0.01,0.05,0.22,0.47,0.96,1.45,Siskiyou
2020-03-26,0.07,0.55,2.76,0.03,0.23,1.14,0.01,0.05,0.25,0.46,0.95,1.44,Siskiyou
2020-03-27,0.07,0.58,2.87,0.03,0.25,1.19,0.01,0.06,0.28,0.45,0.94,1.44,Siskiyou
2020-03-28,0.07,0.61,3,0.03,0.26,1.24,0.01,0.06,0.31,0.45,0.94,1.43,Siskiyou
2020-03-29,0.08,0.63,3.09,0.03,0.27,1.28,0.01,0.07,0.34,0.45,0.94,1.43,Siskiyou
2020-03-30,0.08,0.65,3.16,0.03,0.28,1.34,0.01,0.08,0.37,0.46,0.94,1.43,Siskiyou
2020-03-31,0.08,0.67,3.24,0.04,0.29,1.39,0.01,0.09,0.4,0.45,0.94,1.43,Siskiyou
2020-04-01,0.08,0.68,3.3,0.04,0.3,1.42,0.01,0.09,0.44,0.45,0.94,1.42,Siskiyou
2020-04-02,0.09,0.7,3.34,0.04,0.31,1.45,0.01,0.1,0.48,0.45,0.94,1.42,Siskiyou
2020-04-03,0.09,0.71,3.37,0.04,0.31,1.48,0.01,0.11,0.51,0.46,0.93,1.41,Siskiyou
2020-04-04,0.09,0.72,3.37,0.04,0.32,1.5,0.01,0.12,0.55,0.46,0.93,1.4,Siskiyou
2020-04-05,0.09,0.73,3.39,0.04,0.32,1.5,0.02,0.12,0.59,0.45,0.93,1.39,Siskiyou
2020-04-06,0.09,0.74,3.42,0.04,0.33,1.52,0.02,0.13,0.62,0.45,0.93,1.39,Siskiyou
2020-04-07,0.09,0.74,3.43,0.04,0.33,1.54,0.02,0.14,0.66,0.45,0.93,1.39,Siskiyou
2020-04-08,0.1,0.75,3.42,0.04,0.34,1.55,0.02,0.15,0.69,0.45,0.93,1.39,Siskiyou
2020-04-09,0.1,0.76,3.43,0.04,0.34,1.56,0.02,0.16,0.73,0.45,0.93,1.39,Siskiyou
2020-04-10,0.1,0.76,3.43,0.04,0.35,1.55,0.02,0.17,0.77,0.45,0.93,1.39,Siskiyou
2020-04-11,0.1,0.77,3.39,0.04,0.35,1.54,0.02,0.18,0.81,0.45,0.93,1.39,Siskiyou
2020-04-12,0.1,0.79,3.38,0.05,0.36,1.53,0.02,0.19,0.84,0.45,0.93,1.39,Siskiyou
2020-04-13,0.1,0.79,3.36,0.05,0.36,1.52,0.03,0.19,0.89,0.45,0.93,1.39,Siskiyou
2020-04-14,0.1,0.79,3.33,0.05,0.36,1.53,0.03,0.2,0.92,0.45,0.93,1.38,Siskiyou
2020-04-15,0.1,0.8,3.31,0.05,0.37,1.53,0.03,0.21,0.96,0.45,0.93,1.38,Siskiyou
2020-04-16,0.1,0.8,3.32,0.05,0.37,1.53,0.03,0.22,1,0.45,0.92,1.37,Siskiyou
2020-04-17,0.1,0.8,3.3,0.05,0.37,1.52,0.03,0.23,1.04,0.45,0.92,1.37,Siskiyou
2020-04-18,0.1,0.8,3.28,0.05,0.37,1.53,0.03,0.24,1.08,0.45,0.92,1.37,Siskiyou
2020-04-19,0.1,0.81,3.26,0.05,0.37,1.52,0.03,0.25,1.12,0.45,0.92,1.37,Siskiyou
2020-04-20,0.1,0.81,3.26,0.05,0.38,1.52,0.04,0.26,1.16,0.45,0.92,1.37,Siskiyou
2020-04-21,0.1,0.81,3.22,0.05,0.38,1.51,0.04,0.27,1.19,0.45,0.92,1.37,Siskiyou
2020-04-22,0.1,0.81,3.18,0.05,0.38,1.51,0.04,0.28,1.23,0.45,0.92,1.37,Siskiyou
2020-04-23,0.09,0.82,3.14,0.05,0.38,1.5,0.04,0.29,1.26,0.45,0.92,1.37,Siskiyou
2020-04-24,0.09,0.82,3.1,0.05,0.39,1.49,0.04,0.3,1.3,0.45,0.92,1.37,Siskiyou
2020-04-25,0.09,0.82,3.08,0.05,0.39,1.47,0.04,0.31,1.34,0.45,0.91,1.37,Siskiyou
2020-04-26,0.09,0.82,3.09,0.05,0.39,1.48,0.05,0.32,1.37,0.45,0.91,1.37,Siskiyou
2020-04-27,0.09,0.82,3.06,0.04,0.39,1.47,0.05,0.33,1.41,0.45,0.91,1.36,Siskiyou
2020-04-28,0.09,0.82,3.05,0.04,0.39,1.47,0.05,0.35,1.44,0.45,0.91,1.36,Siskiyou
2020-04-29,0.09,0.83,3.04,0.04,0.39,1.47,0.05,0.36,1.46,0.45,0.91,1.35,Siskiyou
2020-04-30,0.08,0.83,3.01,0.04,0.39,1.47,0.05,0.37,1.5,0.45,0.91,1.35,Siskiyou
2020-05-01,0.08,0.83,2.98,0.04,0.39,1.46,0.05,0.38,1.54,0.45,0.91,1.34,Siskiyou
2020-05-02,0.08,0.84,2.96,0.04,0.4,1.45,0.06,0.39,1.57,0.45,0.91,1.34,Siskiyou
2020-05-03,0.07,0.84,2.94,0.04,0.4,1.45,0.06,0.4,1.6,0.45,0.91,1.34,Siskiyou
2020-05-04,0.07,0.84,2.93,0.04,0.4,1.45,0.06,0.42,1.64,0.45,0.9,1.34,Siskiyou
2020-05-05,0.07,0.85,2.94,0.04,0.4,1.44,0.06,0.43,1.67,0.45,0.9,1.35,Siskiyou
2020-05-06,0.07,0.85,2.91,0.04,0.4,1.44,0.06,0.44,1.7,0.45,0.9,1.35,Siskiyou
2020-05-07,0.07,0.86,2.91,0.03,0.41,1.44,0.06,0.45,1.75,0.45,0.9,1.35,Siskiyou
2020-05-08,0.06,0.86,2.92,0.03,0.41,1.44,0.07,0.46,1.78,0.45,0.91,1.35,Siskiyou
2020-05-09,0.06,0.86,2.94,0.03,0.41,1.44,0.07,0.47,1.81,0.45,0.9,1.34,Siskiyou
2020-05-10,0.06,0.86,2.96,0.03,0.41,1.44,0.07,0.48,1.85,0.44,0.9,1.33,Siskiyou
2020-05-11,0.05,0.86,3,0.03,0.41,1.44,0.07,0.5,1.87,0.42,0.9,1.3,Siskiyou
2020-05-12,0.05,0.86,3,0.03,0.41,1.44,0.07,0.51,1.9,0.42,0.89,1.28,Siskiyou
2020-05-13,0.05,0.86,3.02,0.03,0.42,1.45,0.08,0.52,1.93,0.4,0.88,1.26,Siskiyou
2020-05-14,0.05,0.86,3.05,0.03,0.42,1.46,0.08,0.53,1.97,0.37,0.86,1.24,Siskiyou
2020-05-15,0.05,0.86,3.07,0.03,0.41,1.47,0.08,0.55,2.02,0.36,0.85,1.24,Siskiyou
2020-05-16,0.04,0.85,3.07,0.03,0.41,1.46,0.08,0.56,2.05,0.35,0.82,1.23,Siskiyou
2020-05-17,0.04,0.85,3.08,0.03,0.41,1.47,0.08,0.57,2.09,0.33,0.81,1.23,Siskiyou
2020-05-18,0.04,0.85,3.08,0.02,0.41,1.47,0.08,0.59,2.13,0.32,0.79,1.24,Siskiyou
2020-05-19,0.04,0.84,3.07,0.02,0.41,1.47,0.09,0.6,2.16,0.31,0.78,1.25,Siskiyou
2020-05-20,0.04,0.83,3.06,0.02,0.41,1.47,0.09,0.61,2.2,0.3,0.78,1.26,Siskiyou
2020-05-21,0.04,0.83,3.03,0.02,0.41,1.46,0.09,0.63,2.23,0.3,0.78,1.27,Siskiyou
2020-05-22,0.04,0.82,3.01,0.02,0.4,1.46,0.09,0.64,2.26,0.29,0.78,1.27,Siskiyou
2020-05-23,0.03,0.81,2.98,0.02,0.4,1.44,0.09,0.65,2.3,0.3,0.78,1.27,Siskiyou
2020-05-24,0.03,0.81,2.96,0.02,0.4,1.42,0.09,0.66,2.32,0.29,0.78,1.28,Siskiyou
2020-05-25,0.03,0.8,2.93,0.02,0.4,1.4,0.1,0.67,2.36,0.3,0.8,1.29,Siskiyou
2020-05-26,0.03,0.79,2.87,0.02,0.39,1.4,0.1,0.68,2.38,0.31,0.82,1.31,Siskiyou
2020-05-27,0.03,0.79,2.83,0.02,0.39,1.39,0.1,0.7,2.41,0.32,0.85,1.34,Siskiyou
2020-05-28,0.03,0.78,2.8,0.02,0.39,1.38,0.1,0.71,2.45,0.32,0.89,1.41,Siskiyou
2020-05-29,0.03,0.78,2.74,0.02,0.38,1.35,0.1,0.72,2.49,0.34,0.93,1.48,Siskiyou
2020-05-30,0.02,0.77,2.7,0.02,0.38,1.34,0.1,0.73,2.53,0.34,0.97,1.56,Siskiyou
2020-05-31,0.02,0.77,2.65,0.01,0.37,1.32,0.11,0.75,2.55,0.35,1,1.63,Siskiyou
2020-06-01,0.02,0.76,2.59,0.01,0.37,1.3,0.11,0.76,2.59,0.35,1.02,1.67,Siskiyou
2020-06-02,0.02,0.77,2.52,0.01,0.37,1.28,0.11,0.78,2.61,0.36,1.03,1.69,Siskiyou
2020-06-03,0.02,0.76,2.48,0.01,0.38,1.26,0.11,0.78,2.63,0.36,1.04,1.71,Siskiyou
2020-06-04,0.02,0.77,2.42,0.01,0.37,1.24,0.11,0.8,2.66,0.36,1.04,1.72,Siskiyou
2020-06-05,0.02,0.77,2.38,0.01,0.37,1.22,0.11,0.81,2.67,0.36,1.04,1.72,Siskiyou
2020-06-06,0.02,0.77,2.35,0.01,0.37,1.21,0.11,0.82,2.7,0.36,1.05,1.72,Siskiyou
2020-06-07,0.02,0.78,2.32,0.01,0.38,1.19,0.12,0.84,2.73,0.36,1.04,1.71,Siskiyou
2020-06-08,0.02,0.79,2.28,0.01,0.38,1.16,0.12,0.85,2.75,0.35,1.05,1.69,Siskiyou
2020-06-09,0.02,0.79,2.24,0.01,0.38,1.15,0.12,0.86,2.78,0.35,1.04,1.66,Siskiyou
2020-06-10,0.01,0.8,2.21,0.01,0.39,1.13,0.12,0.87,2.8,0.34,1.03,1.64,Siskiyou
2020-06-11,0.01,0.81,2.18,0.01,0.39,1.11,0.12,0.88,2.82,0.33,1.03,1.6,Siskiyou
2020-06-12,0.01,0.82,2.16,0.01,0.39,1.09,0.12,0.9,2.85,0.31,1.01,1.58,Siskiyou
2020-06-13,0.01,0.84,2.15,0.01,0.4,1.09,0.13,0.91,2.87,0.28,1,1.57,Siskiyou
2020-06-14,0.01,0.85,2.12,0.01,0.41,1.08,0.13,0.92,2.89,0.27,0.99,1.57,Siskiyou
2020-06-15,0.01,0.86,2.11,0.01,0.41,1.06,0.13,0.94,2.91,0.26,0.99,1.57,Siskiyou
2020-06-16,0.01,0.87,2.09,0.01,0.41,1.05,0.13,0.95,2.93,0.25,0.98,1.58,Siskiyou
2020-06-17,0.01,0.87,2.09,0.01,0.42,1.04,0.13,0.95,2.95,0.24,0.98,1.59,Siskiyou
2020-06-18,0.01,0.89,2.07,0.01,0.43,1.03,0.13,0.97,2.96,0.24,0.98,1.59,Siskiyou
2020-06-19,0.01,0.89,2.05,0.01,0.43,1.02,0.13,0.98,2.99,0.24,0.98,1.59,Siskiyou
2020-06-20,0.01,0.9,2.04,0.01,0.43,1.02,0.14,1,3.01,0.24,0.98,1.59,Siskiyou
2020-06-21,0.01,0.91,2.03,0.01,0.44,1,0.14,1.01,3.02,0.24,0.98,1.59,Siskiyou
2020-06-22,0.01,0.93,2.04,0.01,0.44,1,0.14,1.03,3.03,0.24,0.98,1.59,Siskiyou
2020-06-23,0.01,0.93,2.03,0.01,0.45,0.99,0.14,1.04,3.05,0.24,0.98,1.59,Siskiyou
2020-06-24,0.01,0.94,2.02,0.01,0.45,0.98,0.14,1.06,3.06,0.24,0.98,1.59,Siskiyou
2020-06-25,0.01,0.94,2.03,0.01,0.46,0.98,0.14,1.07,3.07,0.24,0.98,1.59,Siskiyou
2020-06-26,0.01,0.95,2.03,0,0.46,0.98,0.14,1.09,3.09,0.24,0.98,1.59,Siskiyou
2020-06-27,0.01,0.96,2.04,0,0.46,0.98,0.15,1.1,3.11,0.24,0.97,1.59,Siskiyou
2020-06-28,0.01,0.97,2.04,0,0.47,0.98,0.15,1.12,3.12,0.24,0.97,1.59,Siskiyou
2020-06-29,0.01,0.96,2.04,0,0.47,0.98,0.15,1.13,3.15,0.24,0.97,1.59,Siskiyou
2020-06-30,0.01,0.97,2.05,0,0.48,0.98,0.15,1.15,3.17,0.24,0.97,1.59,Siskiyou
2020-07-01,0.01,0.97,2.07,0,0.48,0.98,0.15,1.16,3.19,0.24,0.97,1.59,Siskiyou
2020-07-02,0,0.99,2.08,0,0.48,0.99,0.15,1.17,3.21,0.24,0.97,1.59,Siskiyou
2020-07-03,0,0.98,2.11,0,0.49,0.99,0.15,1.19,3.23,0.25,0.97,1.59,Siskiyou
2020-07-04,0,0.99,2.14,0,0.49,1.01,0.15,1.21,3.25,0.24,0.96,1.59,Siskiyou
2020-07-05,0,1,2.16,0,0.49,1.02,0.16,1.22,3.26,0.24,0.95,1.59,Siskiyou
2020-07-06,0,1.01,2.19,0,0.5,1.03,0.16,1.24,3.28,0.24,0.94,1.59,Siskiyou
2020-07-07,0,1.02,2.22,0,0.5,1.05,0.16,1.26,3.29,0.24,0.93,1.61,Siskiyou
2020-07-08,0,1.02,2.26,0,0.5,1.06,0.16,1.28,3.3,0.23,0.91,1.63,Siskiyou
2020-07-09,0,1.02,2.31,0,0.51,1.07,0.16,1.3,3.31,0.23,0.9,1.64,Siskiyou
2020-07-10,0,1.03,2.36,0,0.51,1.09,0.17,1.31,3.32,0.23,0.89,1.66,Siskiyou
2020-07-11,0,1.04,2.4,0,0.51,1.11,0.17,1.33,3.34,0.23,0.88,1.68,Siskiyou
2020-07-12,0,1.04,2.46,0,0.51,1.13,0.17,1.34,3.36,0.23,0.88,1.69,Siskiyou
2020-07-13,0,1.05,2.52,0,0.51,1.15,0.17,1.36,3.38,0.23,0.88,1.7,Siskiyou
2020-07-14,0,1.06,2.61,0,0.51,1.17,0.18,1.38,3.39,0.23,0.88,1.7,Siskiyou
2020-07-15,0,1.05,2.69,0,0.51,1.21,0.18,1.4,3.42,0.23,0.88,1.7,Siskiyou
2020-07-16,0,1.05,2.78,0,0.51,1.25,0.18,1.42,3.43,0.23,0.88,1.7,Siskiyou
2020-07-17,0,1.05,2.88,0,0.51,1.29,0.18,1.43,3.46,0.23,0.88,1.7,Siskiyou
2020-07-18,0,1.05,3,0,0.51,1.34,0.19,1.45,3.47,0.23,0.88,1.7,Siskiyou
2020-07-19,0,1.05,3.14,0,0.51,1.39,0.19,1.47,3.48,0.23,0.88,1.7,Siskiyou
2020-07-20,0,1.05,3.27,0,0.51,1.46,0.19,1.48,3.51,0.23,0.88,1.68,Siskiyou
2020-07-21,0,1.04,3.42,0,0.5,1.51,0.2,1.51,3.53,0.23,0.88,1.69,Siskiyou
2020-07-22,0,1.03,3.57,0,0.5,1.57,0.2,1.52,3.54,,,,Siskiyou
2020-07-23,0,1.01,3.72,0,0.5,1.64,0.2,1.54,3.56,,,,Siskiyou
2020-07-24,0,1,3.9,0,0.5,1.72,0.2,1.56,3.58,,,,Siskiyou
2020-07-25,0,1,4.07,0,0.49,1.8,0.21,1.58,3.6,,,,Siskiyou
2020-07-26,0,0.99,4.28,0,0.49,1.89,0.21,1.6,3.63,,,,Siskiyou
2020-07-27,0,0.97,4.49,0,0.49,1.99,0.21,1.63,3.64,,,,Siskiyou
2020-07-28,0,0.97,4.74,0,0.48,2.07,0.21,1.66,3.67,,,,Siskiyou
2020-07-29,0,0.96,5.01,0,0.47,2.18,0.22,1.69,3.7,,,,Siskiyou
2020-07-30,0,0.95,5.24,0,0.47,2.32,0.22,1.71,3.73,,,,Siskiyou
2020-07-31,0,0.95,5.53,0,0.47,2.45,0.22,1.74,3.75,,,,Siskiyou
2020-08-01,0,0.93,5.87,0,0.47,2.58,0.22,1.76,3.8,,,,Siskiyou
2020-08-02,0,0.91,6.17,0,0.46,2.7,0.22,1.79,3.86,,,,Siskiyou
2020-08-03,0,0.91,6.52,0,0.46,2.84,0.22,1.81,3.89,,,,Siskiyou
2020-08-04,0,0.9,6.89,0,0.45,2.98,0.22,1.85,3.95,,,,Siskiyou
2020-08-05,0,0.88,7.33,0,0.44,3.14,0.22,1.88,4.01,,,,Siskiyou
2020-08-06,0,0.87,7.76,0,0.44,3.32,0.22,1.92,4.06,,,,Siskiyou
2020-08-07,0,0.85,8.18,0,0.43,3.5,0.22,1.96,4.13,,,,Siskiyou
2020-08-08,0,0.84,8.7,0,0.43,3.69,0.22,2,4.19,,,,Siskiyou
2020-08-09,0,0.83,9.2,0,0.42,3.91,0.22,2.03,4.29,,,,Siskiyou
2020-08-10,0,0.82,9.74,0,0.42,4.15,0.22,2.06,4.39,,,,Siskiyou
2020-08-11,0,0.81,10.3,0,0.41,4.39,0.22,2.08,4.48,,,,Siskiyou
2020-08-12,0,0.8,10.89,0,0.4,4.64,0.23,2.11,4.58,,,,Siskiyou
2020-08-13,0,0.77,11.62,0,0.39,4.91,0.23,2.14,4.68,,,,Siskiyou
2020-08-14,0,0.76,12.39,0,0.39,5.2,0.23,2.17,4.76,,,,Siskiyou
2020-08-15,0,0.74,13.16,0,0.39,5.5,0.23,2.2,4.87,,,,Siskiyou
2020-03-15,1.65,4,7.83,0.59,1.44,2.83,0.1,0.25,0.51,0.89,1.69,3.34,Solano
2020-03-16,1.96,4.58,8.66,0.7,1.65,3.14,0.12,0.3,0.6,0.88,1.61,3.29,Solano
2020-03-17,2.32,5.19,9.53,0.83,1.87,3.46,0.14,0.36,0.7,0.88,1.52,3.14,Solano
2020-03-18,2.72,5.82,10.3,0.98,2.11,3.74,0.17,0.42,0.8,0.88,1.43,2.89,Solano
2020-03-19,3.19,6.49,11.11,1.15,2.36,4.04,0.21,0.49,0.92,0.9,1.3,2.6,Solano
2020-03-20,3.76,7.21,11.86,1.36,2.62,4.31,0.25,0.56,1.04,0.91,1.19,2.24,Solano
2020-03-21,4.36,7.93,12.53,1.58,2.89,4.58,0.29,0.65,1.18,0.91,1.12,1.88,Solano
2020-03-22,5.03,8.63,13.22,1.82,3.16,4.84,0.35,0.74,1.32,0.91,1.08,1.53,Solano
2020-03-23,5.72,9.34,13.81,2.08,3.42,5.07,0.41,0.85,1.46,0.91,1.05,1.32,Solano
2020-03-24,6.41,10.03,14.42,2.34,3.68,5.29,0.49,0.96,1.61,0.9,1.04,1.24,Solano
2020-03-25,7.09,10.7,14.97,2.6,3.93,5.51,0.57,1.08,1.77,0.89,1.03,1.2,Solano
2020-03-26,7.76,11.33,15.48,2.85,4.18,5.73,0.66,1.21,1.94,0.89,1.02,1.19,Solano
2020-03-27,8.42,11.91,15.99,3.1,4.41,5.94,0.76,1.35,2.12,0.89,1.02,1.18,Solano
2020-03-28,9.02,12.46,16.46,3.31,4.62,6.11,0.87,1.49,2.29,0.89,1.02,1.18,Solano
2020-03-29,9.59,13,16.89,3.53,4.81,6.29,0.99,1.64,2.47,0.89,1.02,1.17,Solano
2020-03-30,10.11,13.46,17.28,3.73,5,6.46,1.11,1.79,2.66,0.89,1.01,1.17,Solano
2020-03-31,10.56,13.91,17.65,3.91,5.17,6.6,1.25,1.95,2.85,0.89,1.01,1.16,Solano
2020-04-01,11.01,14.33,17.96,4.08,5.34,6.74,1.39,2.12,3.04,0.9,1.01,1.15,Solano
2020-04-02,11.42,14.73,18.27,4.25,5.49,6.89,1.54,2.29,3.24,0.91,1.02,1.14,Solano
2020-04-03,11.85,15.08,18.6,4.41,5.63,7.02,1.69,2.47,3.44,0.91,1.02,1.13,Solano
2020-04-04,12.23,15.41,18.89,4.54,5.76,7.16,1.85,2.66,3.63,0.92,1.02,1.13,Solano
2020-04-05,12.56,15.72,19.12,4.66,5.88,7.28,2.01,2.86,3.84,0.92,1.02,1.13,Solano
2020-04-06,12.89,16,19.37,4.79,5.99,7.38,2.18,3.05,4.05,0.92,1.02,1.13,Solano
2020-04-07,13.17,16.23,19.56,4.9,6.11,7.48,2.35,3.24,4.26,0.93,1.02,1.13,Solano
2020-04-08,13.44,16.46,19.76,5.01,6.21,7.56,2.53,3.45,4.48,0.93,1.02,1.13,Solano
2020-04-09,13.7,16.71,19.93,5.11,6.3,7.63,2.71,3.65,4.7,0.93,1.02,1.13,Solano
2020-04-10,13.98,16.93,20.09,5.22,6.38,7.73,2.9,3.85,4.92,0.93,1.02,1.13,Solano
2020-04-11,14.2,17.13,20.26,5.31,6.46,7.81,3.09,4.06,5.15,0.93,1.02,1.13,Solano
2020-04-12,14.44,17.32,20.41,5.41,6.54,7.88,3.28,4.27,5.38,0.93,1.02,1.13,Solano
2020-04-13,14.67,17.5,20.55,5.49,6.62,7.94,3.48,4.49,5.61,0.93,1.02,1.12,Solano
2020-04-14,14.86,17.67,20.66,5.56,6.69,8.01,3.68,4.7,5.85,0.94,1.03,1.12,Solano
2020-04-15,15.03,17.84,20.78,5.62,6.76,8.08,3.88,4.92,6.08,0.94,1.03,1.12,Solano
